Individual,Block,Strain,Replicate,Cell,Environment,Sex,Focal haplotype,Social haplotype,Mortality,Social Survival,Development time (hrs),Wing size (mm),Day emerged,Hours from lights on,Female offspring,Male offspring,Total female assay,Male red 1,Female red 1,Total red vial 1,Male bw 1,Female bw 1,Total bw vial 1,Proportion red vial 1,Male red 2,Female red 2,Total red vial 2,Male bw 2,Female bw 2,Total bw vial 2,Proportion red vial 2,Total red all vials,Total bw all vials,Proportion red all vials
140,1,Israel 1,3,20,1,M,Israel,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,1,Barcelona 1,3,21,1,F,Barcelona,Sweden,N,N,287,NA,12,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,1,Sweden 1,3,21,1,M,Sweden,Barcelona,N,N,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,1,Brownsville 1,3,22,1,F,Brownsville,Sweden,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144,1,Sweden 1,3,22,1,M,Sweden,Brownsville,N,L,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,1,Dahomey 1,3,23,1,F,Dahomey,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,1,Sweden 1,3,23,1,M,Sweden,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
147,1,Israel 1,3,24,1,F,Israel,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148,1,Sweden 1,3,24,1,M,Sweden,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
149,1,Sweden 1,3,25,1,F,Sweden,Sweden,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,1,Sweden 1,3,25,1,M,Sweden,Sweden,N,P,NA,NA,NA,NA,NA,NA,NA,45,30,75,10,6,16,0.824175824,11,7,18,1,0,1,0.947368421,93,17,0.845454545
151,1,Barcelona 2,4,1,2,F,Barcelona,Barcelona,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
152,1,Barcelona 2,4,1,2,M,Barcelona,Barcelona,N,P,267,NA,11,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,1,Brownsville 2,4,2,2,F,Brownsville,Barcelona,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,1,Barcelona 2,4,2,2,M,Barcelona,Brownsville,N,L,NA,NA,NA,NA,NA,NA,NA,0,0,0,39,48,87,0,0,0,0,13,17,30,0,0,117,0
155,1,Dahomey 2,4,3,2,F,Dahomey,Barcelona,N,P,243,NA,10,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
156,1,Barcelona 2,4,3,2,M,Barcelona,Dahomey,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
157,1,Israel 2,4,4,2,F,Israel,Barcelona,N,N,269,NA,11,7,5,8,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
158,1,Barcelona 2,4,4,2,M,Barcelona,Israel,N,N,269,NA,11,7,NA,NA,NA,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,2,0
159,1,Sweden 2,4,5,2,F,Sweden,Barcelona,P,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
160,1,Barcelona 2,4,5,2,M,Barcelona,Sweden,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
161,1,Barcelona 2,4,6,2,F,Barcelona,Brownsville,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1,Brownsville 2,4,6,2,M,Brownsville,Barcelona,N,P,248,NA,10,10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,1,Brownsville 2,4,7,2,F,Brownsville,Brownsville,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
164,1,Brownsville 2,4,7,2,M,Brownsville,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
165,1,Dahomey 2,4,8,2,F,Dahomey,Brownsville,N,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
166,1,Brownsville 2,4,8,2,M,Brownsville,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
167,1,Israel 2,4,9,2,F,Israel,Brownsville,N,N,248,NA,10,10,33,46,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,1,Brownsville 2,4,9,2,M,Brownsville,Israel,N,N,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,1,Sweden 2,4,10,2,F,Sweden,Brownsville,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
170,1,Brownsville 2,4,10,2,M,Brownsville,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
171,1,Barcelona 2,4,11,2,F,Barcelona,Dahomey,N,N,248,NA,10,10,28,35,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
172,1,Dahomey 2,4,11,2,M,Dahomey,Barcelona,N,N,248,NA,10,10,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,1,Brownsville 2,4,12,2,F,Brownsville,Dahomey,N,N,NA,NA,NA,NA,18,19,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
174,1,Dahomey 2,4,12,2,M,Dahomey,Brownsville,N,N,NA,NA,NA,NA,NA,NA,NA,0,0,0,10,16,26,0,0,0,0,7,10,17,0,0,43,0
175,1,Dahomey 2,4,13,2,F,Dahomey,Dahomey,N,L,NA,NA,NA,NA,21,21,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,1,Dahomey 2,4,13,2,M,Dahomey,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
177,1,Israel 2,4,14,2,F,Israel,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
178,1,Dahomey 2,4,14,2,M,Dahomey,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
179,1,Sweden 2,4,15,2,F,Sweden,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,1,Dahomey 2,4,15,2,M,Dahomey,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
181,1,Barcelona 2,4,16,2,F,Barcelona,Israel,N,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
182,1,Israel 2,4,16,2,M,Israel,Barcelona,N,N,NA,NA,NA,NA,NA,NA,NA,0,0,0,10,4,14,0,0,0,0,7,7,14,0,0,28,0
183,1,Brownsville 2,4,17,2,F,Brownsville,Israel,P,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
184,1,Israel 2,4,17,2,M,Israel,Brownsville,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
185,1,Dahomey 2,4,18,2,F,Dahomey,Israel,N,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
186,1,Israel 2,4,18,2,M,Israel,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
187,1,Israel 2,4,19,2,F,Israel,Israel,N,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
188,1,Israel 2,4,19,2,M,Israel,Israel,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
189,1,Sweden 2,4,20,2,F,Sweden,Israel,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,1,Israel 2,4,20,2,M,Israel,Sweden,N,L,250,NA,10,12,NA,NA,NA,28,24,52,0,0,0,1,6,6,12,0,0,0,1,64,0,1
191,1,Barcelona 2,4,21,2,F,Barcelona,Sweden,N,L,250,NA,10,12,25,30,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1,Sweden 2,4,21,2,M,Sweden,Barcelona,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
193,1,Brownsville 2,4,22,2,F,Brownsville,Sweden,N,N,NA,NA,NA,NA,30,33,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,1,Sweden 2,4,22,2,M,Sweden,Brownsville,N,N,NA,NA,NA,NA,NA,NA,NA,21,26,47,0,2,2,0.959183673,18,32,50,0,0,0,1,97,2,0.97979798
195,1,Dahomey 2,4,23,2,F,Dahomey,Sweden,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
196,1,Sweden 2,4,23,2,M,Sweden,Dahomey,N,P,NA,NA,NA,NA,NA,NA,NA,40,41,81,1,0,1,0.987804878,18,17,35,1,0,1,0.972222222,116,2,0.983050847
197,1,Israel 2,4,24,2,F,Israel,Sweden,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,1,Sweden 2,4,24,2,M,Sweden,Israel,N,P,269,NA,11,7,NA,NA,NA,24,26,50,1,1,2,0.961538462,16,13,29,3,12,15,0.659090909,79,17,0.822916667
199,1,Sweden 2,4,25,2,F,Sweden,Sweden,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
200,1,Sweden 2,4,25,2,M,Sweden,Sweden,N,L,248,NA,10,10,NA,NA,NA,27,26,53,0,0,0,1,22,21,43,0,0,0,1,96,0,1
201,1,Barcelona 2,5,1,2,F,Barcelona,Barcelona,N,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
202,1,Barcelona 2,5,1,2,M,Barcelona,Barcelona,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
203,1,Brownsville 2,5,2,2,F,Brownsville,Barcelona,N,N,243,NA,10,5,15,18,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
204,1,Barcelona 2,5,2,2,M,Barcelona,Brownsville,N,N,NA,NA,NA,NA,NA,NA,NA,6,10,16,14,17,31,0.340425532,2,1,3,11,9,20,0.130434783,19,51,0.271428571
205,1,Dahomey 2,5,3,2,F,Dahomey,Barcelona,N,N,269,NA,11,7,4,6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
206,1,Barcelona 2,5,3,2,M,Barcelona,Dahomey,N,N,NA,NA,NA,NA,NA,NA,NA,25,20,45,1,2,3,0.9375,6,6,12,1,4,5,0.705882353,57,8,0.876923077
207,1,Israel 2,5,4,2,F,Israel,Barcelona,N,N,269,NA,11,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
208,1,Barcelona 2,5,4,2,M,Barcelona,Israel,N,N,NA,NA,NA,NA,NA,NA,NA,0,0,0,39,34,73,0,0,0,0,14,14,28,0,0,101,0
209,1,Sweden 2,5,5,2,F,Sweden,Barcelona,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
210,1,Barcelona 2,5,5,2,M,Barcelona,Sweden,N,N,NA,NA,NA,NA,NA,NA,NA,25,27,52,0,0,0,1,12,15,27,0,0,0,1,79,0,1
211,1,Barcelona 2,5,6,2,F,Barcelona,Brownsville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1,Brownsville 2,5,6,2,M,Brownsville,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,1,Brownsville 2,5,7,2,F,Brownsville,Brownsville,N,N,NA,NA,NA,NA,17,22,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
214,1,Brownsville 2,5,7,2,M,Brownsville,Brownsville,N,N,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1,Dahomey 2,5,8,2,F,Dahomey,Brownsville,N,N,NA,NA,NA,NA,28,37,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1,Brownsville 2,5,8,2,M,Brownsville,Dahomey,N,N,NA,NA,NA,NA,NA,NA,NA,0,0,0,18,16,34,0,0,0,0,0,0,0,0,0,34,0
217,1,Israel 2,5,9,2,F,Israel,Brownsville,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,1,Brownsville 2,5,9,2,M,Brownsville,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
219,1,Sweden 2,5,10,2,F,Sweden,Brownsville,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
220,1,Brownsville 2,5,10,2,M,Brownsville,Sweden,N,L,274,NA,11,12,NA,NA,NA,0,0,0,8,9,17,0,0,0,0,3,0,3,0,0,20,0
221,1,Barcelona 2,5,11,2,F,Barcelona,Dahomey,P,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
222,1,Dahomey 2,5,11,2,M,Dahomey,Barcelona,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
223,1,Brownsville 2,5,12,2,F,Brownsville,Dahomey,N,N,267,NA,11,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,1,Dahomey 2,5,12,2,M,Dahomey,Brownsville,N,N,267,NA,11,5,NA,NA,NA,26,29,55,0,0,0,1,7,4,11,0,0,0,1,66,0,1
225,1,Dahomey 2,5,13,2,F,Dahomey,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1,Dahomey 2,5,13,2,M,Dahomey,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,1,Israel 2,5,14,2,F,Israel,Dahomey,N,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
228,1,Dahomey 2,5,14,2,M,Dahomey,Israel,N,N,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,8,0
229,1,Sweden 2,5,15,2,F,Sweden,Dahomey,N,N,267,NA,11,5,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,1,Dahomey 2,5,15,2,M,Dahomey,Sweden,N,N,269,NA,11,7,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,1,Barcelona 2,5,16,2,F,Barcelona,Israel,P,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,1,Israel 2,5,16,2,M,Israel,Barcelona,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
233,1,Brownsville 2,5,17,2,F,Brownsville,Israel,N,N,248,NA,10,10,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,1,Israel 2,5,17,2,M,Israel,Brownsville,N,N,267,NA,11,5,NA,NA,NA,22,18,40,0,0,0,1,3,4,7,0,0,0,1,47,0,1
235,1,Dahomey 2,5,18,2,F,Dahomey,Israel,N,N,270,NA,11,8,30,31,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,1,Israel 2,5,18,2,M,Israel,Dahomey,N,N,274,NA,11,12,NA,NA,NA,3,8,11,0,0,0,1,0,0,0,0,0,0,0,11,0,1
237,1,Israel 2,5,19,2,F,Israel,Israel,N,N,248,NA,10,10,23,47,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,1,Israel 2,5,19,2,M,Israel,Israel,N,N,248,NA,10,10,NA,NA,NA,8,11,19,0,0,0,1,0,0,0,0,0,0,0,19,0,1
239,1,Sweden 2,5,20,2,F,Sweden,Israel,N,P,248,NA,10,10,37,46,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1,Israel 2,5,20,2,M,Israel,Sweden,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
241,1,Barcelona 2,5,21,2,F,Barcelona,Sweden,N,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,1,Sweden 2,5,21,2,M,Sweden,Barcelona,N,N,269,NA,11,7,NA,NA,NA,8,8,16,8,11,19,0.457142857,2,3,5,0,0,0,1,21,19,0.525
243,1,Brownsville 2,5,22,2,F,Brownsville,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,1,Sweden 2,5,22,2,M,Sweden,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
245,1,Dahomey 2,5,23,2,F,Dahomey,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,1,Sweden 2,5,23,2,M,Sweden,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1,Israel 2,5,24,2,F,Israel,Sweden,N,N,250,NA,10,12,26,17,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
248,1,Sweden 2,5,24,2,M,Sweden,Israel,N,N,267,NA,11,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1,Sweden 2,5,25,2,F,Sweden,Sweden,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,1,Sweden 2,5,25,2,M,Sweden,Sweden,N,P,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
251,1,Barcelona 2,6,1,2,F,Barcelona,Barcelona,N,N,274,NA,11,12,16,20,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,1,Barcelona 2,6,1,2,M,Barcelona,Barcelona,N,N,288,NA,12,2,NA,NA,NA,0,0,0,26,43,69,0,0,0,0,1,4,5,0,0,74,0
253,1,Brownsville 2,6,2,2,F,Brownsville,Barcelona,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,1,Barcelona 2,6,2,2,M,Barcelona,Brownsville,N,L,269,NA,11,7,NA,NA,NA,15,13,28,0,0,0,1,1,0,1,0,0,0,1,29,0,1
255,1,Dahomey 2,6,3,2,F,Dahomey,Barcelona,N,L,247,NA,10,9,40,43,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
256,1,Barcelona 2,6,3,2,M,Barcelona,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
257,1,Israel 2,6,4,2,F,Israel,Barcelona,N,L,NA,NA,NA,NA,35,33,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,1,Barcelona 2,6,4,2,M,Barcelona,Israel,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
259,1,Sweden 2,6,5,2,F,Sweden,Barcelona,N,P,NA,NA,NA,NA,50,27,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260,1,Barcelona 2,6,5,2,M,Barcelona,Sweden,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
261,1,Barcelona 2,6,6,2,F,Barcelona,Brownsville,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
262,1,Brownsville 2,6,6,2,M,Brownsville,Barcelona,N,P,267,NA,11,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,1,Brownsville 2,6,7,2,F,Brownsville,Brownsville,N,L,NA,NA,NA,NA,38,46,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
264,1,Brownsville 2,6,7,2,M,Brownsville,Brownsville,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
265,1,Dahomey 2,6,8,2,F,Dahomey,Brownsville,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
266,1,Brownsville 2,6,8,2,M,Brownsville,Dahomey,N,P,269,NA,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
267,1,Israel 2,6,9,2,F,Israel,Brownsville,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,1,Brownsville 2,6,9,2,M,Brownsville,Israel,N,P,NA,NA,NA,NA,NA,NA,NA,0,0,0,7,24,31,0,0,0,0,1,1,2,0,0,33,0
269,1,Sweden 2,6,10,2,F,Sweden,Brownsville,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
270,1,Brownsville 2,6,10,2,M,Brownsville,Sweden,N,P,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,1,Barcelona 2,6,11,2,F,Barcelona,Dahomey,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
272,1,Dahomey 2,6,11,2,M,Dahomey,Barcelona,N,L,267,NA,11,5,NA,NA,NA,35,32,67,0,0,0,1,9,13,22,0,0,0,1,89,0,1
273,1,Brownsville 2,6,12,2,F,Brownsville,Dahomey,N,L,243,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
274,1,Dahomey 2,6,12,2,M,Dahomey,Brownsville,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
275,1,Dahomey 2,6,13,2,F,Dahomey,Dahomey,N,N,NA,NA,NA,NA,14,13,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
276,1,Dahomey 2,6,13,2,M,Dahomey,Dahomey,N,N,270,NA,11,8,NA,NA,NA,36,41,77,0,0,0,1,23,24,47,0,0,0,1,124,0,1
277,1,Israel 2,6,14,2,F,Israel,Dahomey,N,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
