Individual,Block,Strain,Replicate,Cell,Environment,Sex,Focal haplotype,Social haplotype,Mortality,Social Survival,Development time (hrs),Wing size (mm),Day emerged,Hours from lights on,Female offspring,Male offspring,Total female assay,Male red 1,Female red 1,Total red vial 1,Male bw 1,Female bw 1,Total bw vial 1,Proportion red vial 1,Male red 2,Female red 2,Total red vial 2,Male bw 2,Female bw 2,Total bw vial 2,Proportion red vial 2,Total red all vials,Total bw all vials,Proportion red all vials
1962,6,Brownsville 1,40,6,11,M,Brownsville,Barcelona,N,N,287,0.919,12,1,NA,NA,NA,0,0,0,19,42,61,0,0,0,0,3,2,5,0,0,66,0
1963,6,Brownsville 1,40,7,11,F,Brownsville,Brownsville,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1964,6,Brownsville 1,40,7,11,M,Brownsville,Brownsville,N,L,247,0.999,10,9,NA,NA,NA,0,0,0,38,42,80,0,0,0,0,8,2,10,0,0,90,0
1965,6,Dahomey 1,40,8,11,F,Dahomey,Brownsville,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1966,6,Brownsville 1,40,8,11,M,Brownsville,Dahomey,N,L,NA,0.91,NA,NA,NA,NA,NA,0,0,0,5,8,13,0,0,0,0,0,1,1,0,0,14,0
1967,6,Israel 1,40,9,11,F,Israel,Brownsville,P,P,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1968,6,Brownsville 1,40,9,11,M,Brownsville,Israel,P,P,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1969,6,Sweden 1,40,10,11,F,Sweden,Brownsville,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1970,6,Brownsville 1,40,10,11,M,Brownsville,Sweden,N,P,240,0.999,10,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1971,6,Barcelona 1,40,11,11,F,Barcelona,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1972,6,Dahomey 1,40,11,11,M,Dahomey,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1973,6,Brownsville 1,40,12,11,F,Brownsville,Dahomey,N,P,242,1.024,10,4,29,30,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1974,6,Dahomey 1,40,12,11,M,Dahomey,Brownsville,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1975,6,Dahomey 1,40,13,11,F,Dahomey,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,6,Dahomey 1,40,13,11,M,Dahomey,Dahomey,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1977,6,Israel 1,40,14,11,F,Israel,Dahomey,N,L,242,,10,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,6,Dahomey 1,40,14,11,M,Dahomey,Israel,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1979,6,Sweden 1,40,15,11,F,Sweden,Dahomey,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,6,Dahomey 1,40,15,11,M,Dahomey,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1981,6,Barcelona 1,40,16,11,F,Barcelona,Israel,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,6,Israel 1,40,16,11,M,Israel,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1983,6,Brownsville 1,40,17,11,F,Brownsville,Israel,N,P,245,0.996,10,7,23,18,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,6,Israel 1,40,17,11,M,Israel,Brownsville,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1985,6,Dahomey 1,40,18,11,F,Dahomey,Israel,N,L,250,,10,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,6,Israel 1,40,18,11,M,Israel,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1987,6,Israel 1,40,19,11,F,Israel,Israel,N,L,272,0.994,11,10,2,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,6,Israel 1,40,19,11,M,Israel,Israel,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1989,6,Sweden 1,40,20,11,F,Sweden,Israel,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,6,Israel 1,40,20,11,M,Israel,Sweden,N,L,243,1.012,10,5,NA,NA,NA,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,4,0
1991,6,Barcelona 1,40,21,11,F,Barcelona,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,6,Sweden 1,40,21,11,M,Sweden,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1993,6,Brownsville 1,40,22,11,F,Brownsville,Sweden,N,N,242,1.033,10,4,26,28,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,6,Sweden 1,40,22,11,M,Sweden,Brownsville,N,N,257,0.906,10,19,NA,NA,NA,9,11,20,27,33,60,0.25,16,12,28,0,0,0,1,48,60,0.444444444
1995,6,Dahomey 1,40,23,11,F,Dahomey,Sweden,N,L,275,0.908,11,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,6,Sweden 1,40,23,11,M,Sweden,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
1997,6,Israel 1,40,24,11,F,Israel,Sweden,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,6,Sweden 1,40,24,11,M,Sweden,Israel,N,L,248,0.987,10,10,NA,NA,NA,39,37,76,7,10,17,0.817204301,22,26,48,2,4,6,0.888888889,124,23,0.843537415
1999,6,Sweden 1,40,25,11,F,Sweden,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,6,Sweden 1,40,25,11,M,Sweden,Sweden,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2001,6,Barcelona 1,41,1,12,F,Barcelona,Barcelona,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,6,Barcelona 1,41,1,12,M,Barcelona,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2003,6,Brownsville 1,41,2,12,F,Brownsville,Barcelona,N,N,269,1.042,11,7,23,15,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,6,Barcelona 1,41,2,12,M,Barcelona,Brownsville,N,N,271,0.963,11,9,NA,NA,NA,32,31,63,12,12,24,0.724137931,17,17,34,0,0,0,1,97,24,0.801652893
2005,6,Dahomey 1,41,3,12,F,Dahomey,Barcelona,P,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,6,Barcelona 1,41,3,12,M,Barcelona,Dahomey,N,P,244,1.059,10,6,NA,NA,NA,21,20,41,5,4,9,0.82,9,8,17,0,0,0,1,58,9,0.865671642
2007,6,Israel 1,41,4,12,F,Israel,Barcelona,N,P,250,NA,10,12,27,21,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,6,Barcelona 1,41,4,12,M,Barcelona,Israel,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2009,6,Sweden 1,41,5,12,F,Sweden,Barcelona,N,P,248,1.149,10,10,23,20,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,6,Barcelona 1,41,5,12,M,Barcelona,Sweden,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2011,6,Barcelona 1,41,6,12,F,Barcelona,Brownsville,N,N,274,,11,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,6,Brownsville 1,41,6,12,M,Brownsville,Barcelona,N,N,242,1.03,10,4,NA,NA,NA,0,0,0,11,21,32,0,0,0,0,0,0,0,0,0,32,0
2013,6,Brownsville 1,41,7,12,F,Brownsville,Brownsville,N,N,254,,10,16,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,6,Brownsville 1,41,7,12,M,Brownsville,Brownsville,N,N,243,0.947,10,5,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,6,Dahomey 1,41,8,12,F,Dahomey,Brownsville,N,L,253,1.157,10,15,48,26,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,6,Brownsville 1,41,8,12,M,Brownsville,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2017,6,Israel 1,41,9,12,F,Israel,Brownsville,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,6,Brownsville 1,41,9,12,M,Brownsville,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2019,6,Sweden 1,41,10,12,F,Sweden,Brownsville,N,N,266,0.998,11,4,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,6,Brownsville 1,41,10,12,M,Brownsville,Sweden,N,N,288,,12,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,Barcelona 1,41,11,12,F,Barcelona,Dahomey,N,N,247,1.092,10,9,16,26,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,6,Dahomey 1,41,11,12,M,Dahomey,Barcelona,N,N,250,1.06,10,12,NA,NA,NA,22,20,42,0,1,1,0.976744186,0,3,3,1,1,2,0.6,45,3,0.9375
2023,6,Brownsville 1,41,12,12,F,Brownsville,Dahomey,N,N,272,1.005,11,10,14,21,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,6,Dahomey 1,41,12,12,M,Dahomey,Brownsville,N,N,284,1.021,11,22,NA,NA,NA,3,1,4,0,0,0,1,0,0,0,0,0,0,0,4,0,1
2025,6,Dahomey 1,41,13,12,F,Dahomey,Dahomey,N,P,245,1.074,10,7,38,32,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2026,6,Dahomey 1,41,13,12,M,Dahomey,Dahomey,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2027,6,Israel 1,41,14,12,F,Israel,Dahomey,N,N,274,0.967,11,12,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2028,6,Dahomey 1,41,14,12,M,Dahomey,Israel,N,N,241,1.042,10,3,NA,NA,NA,0,0,0,23,23,46,0,0,0,0,0,8,8,0,0,54,0
2029,6,Sweden 1,41,15,12,F,Sweden,Dahomey,N,L,240,NA,10,2,33,31,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2030,6,Dahomey 1,41,15,12,M,Dahomey,Sweden,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2031,6,Barcelona 1,41,16,12,F,Barcelona,Israel,N,P,248,1.106,10,10,22,30,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2032,6,Israel 1,41,16,12,M,Israel,Barcelona,P,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2033,6,Brownsville 1,41,17,12,F,Brownsville,Israel,N,N,245,1.063,10,7,7,9,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2034,6,Israel 1,41,17,12,M,Israel,Brownsville,N,N,272,0.876,11,10,NA,NA,NA,0,0,0,43,36,79,0,0,0,0,11,6,17,0,0,96,0
2035,6,Dahomey 1,41,18,12,F,Dahomey,Israel,N,N,252,0.985,10,14,18,21,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2036,6,Israel 1,41,18,12,M,Israel,Dahomey,N,N,263,0.904,10,1,NA,NA,NA,0,0,0,25,31,56,0,0,0,0,0,2,2,0,0,58,0
2037,6,Israel 1,41,19,12,F,Israel,Israel,N,L,231,1.053,9,17,28,25,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2038,6,Israel 1,41,19,12,M,Israel,Israel,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2039,6,Sweden 1,41,20,12,F,Sweden,Israel,N,N,238,1.205,9,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2040,6,Israel 1,41,20,12,M,Israel,Sweden,N,N,247,,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2041,6,Barcelona 1,41,21,12,F,Barcelona,Sweden,N,L,273,1.106,11,11,31,38,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2042,6,Sweden 1,41,21,12,M,Sweden,Barcelona,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2043,6,Brownsville 1,41,22,12,F,Brownsville,Sweden,N,L,275,NA,11,13,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2044,6,Sweden 1,41,22,12,M,Sweden,Brownsville,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2045,6,Dahomey 1,41,23,12,F,Dahomey,Sweden,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2046,6,Sweden 1,41,23,12,M,Sweden,Dahomey,N,L,252,,10,14,NA,NA,NA,0,0,0,8,11,19,0,0,0,0,0,0,0,0,0,19,0
2047,6,Israel 1,41,24,12,F,Israel,Sweden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2048,6,Sweden 1,41,24,12,M,Sweden,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2049,6,Sweden 1,41,25,12,F,Sweden,Sweden,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2050,6,Sweden 1,41,25,12,M,Sweden,Sweden,N,L,268,,11,6,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,6,Barcelona 1,42,1,12,F,Barcelona,Barcelona,N,N,257,1.09,10,19,21,26,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2052,6,Barcelona 1,42,1,12,M,Barcelona,Barcelona,N,N,255,0.995,10,17,NA,NA,NA,31,26,57,0,0,0,1,15,18,33,0,0,0,1,90,0,1
2053,6,Brownsville 1,42,2,12,F,Brownsville,Barcelona,N,N,270,,11,8,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2054,6,Barcelona 1,42,2,12,M,Barcelona,Brownsville,N,N,255,0.995,10,17,NA,NA,NA,0,0,0,3,12,15,0,0,0,0,0,1,1,0,0,16,0
2055,6,Dahomey 1,42,3,12,F,Dahomey,Barcelona,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2056,6,Barcelona 1,42,3,12,M,Barcelona,Dahomey,N,L,255,0.973,10,17,NA,NA,NA,26,18,44,14,33,47,0.483516484,13,13,26,11,10,21,0.553191489,70,68,0.507246377
2057,6,Israel 1,42,4,12,F,Israel,Barcelona,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2058,6,Barcelona 1,42,4,12,M,Barcelona,Israel,N,L,275,,11,13,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,6,Sweden 1,42,5,12,F,Sweden,Barcelona,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2060,6,Barcelona 1,42,5,12,M,Barcelona,Sweden,N,L,268,0.965,11,6,NA,NA,NA,36,36,72,3,14,17,0.808988764,4,5,9,6,10,16,0.36,81,33,0.710526316
2061,6,Barcelona 1,42,6,12,F,Barcelona,Brownsville,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2062,6,Brownsville 1,42,6,12,M,Brownsville,Barcelona,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2063,6,Brownsville 1,42,7,12,F,Brownsville,Brownsville,N,L,245,1.165,10,7,39,34,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2064,6,Brownsville 1,42,7,12,M,Brownsville,Brownsville,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2065,6,Dahomey 1,42,8,12,F,Dahomey,Brownsville,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2066,6,Brownsville 1,42,8,12,M,Brownsville,Dahomey,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2067,6,Israel 1,42,9,12,F,Israel,Brownsville,N,N,250,1.07,10,12,24,25,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2068,6,Brownsville 1,42,9,12,M,Brownsville,Israel,N,N,254,,10,16,NA,NA,NA,0,0,0,33,44,77,0,0,0,0,12,10,22,0,0,99,0
2069,6,Sweden 1,42,10,12,F,Sweden,Brownsville,N,N,258,0.994,10,20,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2070,6,Brownsville 1,42,10,12,M,Brownsville,Sweden,N,N,274,0.902,11,12,NA,NA,NA,0,0,0,3,26,29,0,0,0,0,4,10,14,0,0,43,0
2071,6,Barcelona 1,42,11,12,F,Barcelona,Dahomey,N,N,241,1.103,10,3,22,23,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2072,6,Dahomey 1,42,11,12,M,Dahomey,Barcelona,N,N,254,0.981,10,16,NA,NA,NA,7,6,13,16,13,29,0.30952381,0,1,1,0,0,0,1,14,29,0.325581395
2073,6,Brownsville 1,42,12,12,F,Brownsville,Dahomey,N,N,230,0.916,9,16,20,20,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2074,6,Dahomey 1,42,12,12,M,Dahomey,Brownsville,N,N,242,0.995,10,4,NA,NA,NA,0,0,0,11,6,17,0,0,0,0,0,0,0,0,0,17,0
2075,6,Dahomey 1,42,13,12,F,Dahomey,Dahomey,N,L,252,1.102,10,14,27,28,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2076,6,Dahomey 1,42,13,12,M,Dahomey,Dahomey,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2077,6,Israel 1,42,14,12,F,Israel,Dahomey,N,N,259,1.076,10,21,19,18,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2078,6,Dahomey 1,42,14,12,M,Dahomey,Israel,N,N,275,0.944,11,13,NA,NA,NA,41,39,80,0,0,0,1,21,20,41,0,0,0,1,121,0,1
2079,6,Sweden 1,42,15,12,F,Sweden,Dahomey,N,L,269,1.003,11,7,24,23,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2080,6,Dahomey 1,42,15,12,M,Dahomey,Sweden,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2081,6,Barcelona 1,42,16,12,F,Barcelona,Israel,N,L,245,1.212,10,7,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2082,6,Israel 1,42,16,12,M,Israel,Barcelona,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2083,6,Brownsville 1,42,17,12,F,Brownsville,Israel,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2084,6,Israel 1,42,17,12,M,Israel,Brownsville,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2085,6,Dahomey 1,42,18,12,F,Dahomey,Israel,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2086,6,Israel 1,42,18,12,M,Israel,Dahomey,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2087,6,Israel 1,42,19,12,F,Israel,Israel,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2088,6,Israel 1,42,19,12,M,Israel,Israel,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2089,6,Sweden 1,42,20,12,F,Sweden,Israel,N,L,276,0.94,11,14,6,13,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2090,6,Israel 1,42,20,12,M,Israel,Sweden,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2091,6,Barcelona 1,42,21,12,F,Barcelona,Sweden,L,L,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2092,6,Sweden 1,42,21,12,M,Sweden,Barcelona,L,L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2093,6,Brownsville 1,42,22,12,F,Brownsville,Sweden,N,L,254,0.897,10,16,8,14,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2094,6,Sweden 1,42,22,12,M,Sweden,Brownsville,L,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0
2095,6,Dahomey 1,42,23,12,F,Dahomey,Sweden,N,N,252,1.011,10,14,17,27,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2096,6,Sweden 1,42,23,12,M,Sweden,Dahomey,N,N,262,0.97,10,0,NA,NA,NA,33,30,63,2,3,5,0.926470588,21,22,43,1,2,3,0.934782609,106,8,0.929824561
2097,6,Israel 1,42,24,12,F,Israel,Sweden,L,N,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2098,6,Sweden 1,42,24,12,M,Sweden,Israel,N,L,286,,12,0,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
